timestamp,original data,missing data,filled flow dataGPT,,error,,
6/10/2018 10:15,18.760745,,15.0046275,15.0046275,3.7561175,,
6/10/2018 10:30,17.796386,,15.0046275,15.0046275,2.7917585,,
6/10/2018 10:45,17.678619,,15.0046275,15.0046275,2.6739915,,
6/10/2018 11:00,18.091961,,14.38737138,14.38737138,3.704589625,,
6/10/2018 11:15,18.124682,,14.38737138,14.38737138,3.737310625,,
6/10/2018 11:30,18.761755,,14.38737138,14.38737138,4.374383625,,
6/10/2018 11:45,17.387501,,14.38737138,14.38737138,3.000129625,,
6/10/2018 12:00,17.700678,,13.61501547,13.61501547,4.085662526,,
6/10/2018 12:15,16.586852,16.586852,16.586852,,0,,
6/10/2018 12:30,15.251508,15.251508,15.251508,,0,,
6/10/2018 12:45,15.092635,15.092635,15.092635,,0,,
6/10/2018 13:00,15.078724,15.078724,15.078724,,0,,
6/10/2018 13:15,15.046772,15.046772,15.046772,,0,,
6/10/2018 13:30,14.887205,14.887205,14.887205,,0,,
6/10/2018 13:45,13.553487,13.553487,13.553487,,0,,
6/10/2018 14:00,14.159495,14.159495,14.159495,,0,,
6/10/2018 14:15,13.593658,13.593658,13.593658,,0,,
6/10/2018 14:30,13.385059,13.385059,13.385059,,0,,
6/10/2018 14:45,12.32247,12.32247,12.32247,,0,,
6/10/2018 15:00,12.631735,12.631735,12.631735,,0,,
6/10/2018 15:15,13.524926,13.524926,13.524926,,0,,
6/10/2018 15:30,15.32976,15.32976,15.32976,,0,,
6/10/2018 15:45,13.999205,13.999205,13.999205,,0,,
6/10/2018 16:00,15.241686,15.241686,15.241686,,0,,
6/10/2018 16:15,15.038634,15.038634,15.038634,,0,,
6/10/2018 16:30,16.573204,16.573204,16.573204,,0,,
6/10/2018 16:45,17.922301,17.922301,17.922301,,0,,
6/10/2018 17:00,17.654152,17.654152,17.654152,,0,,
6/10/2018 17:15,18.835162,18.835162,18.835162,,0,,
6/10/2018 17:30,18.986281,18.986281,18.986281,,0,,
6/10/2018 17:45,18.152063,18.152063,18.152063,,0,,
6/10/2018 18:00,17.478946,17.478946,17.478946,,0,,
6/10/2018 18:15,18.071603,18.071603,18.071603,,0,,
6/10/2018 18:30,18.297951,18.297951,18.297951,,0,,
6/10/2018 18:45,17.555178,17.555178,17.555178,,0,,
6/10/2018 19:00,18.657297,18.657297,18.657297,,0,,
6/10/2018 19:15,18.880284,18.880284,18.880284,,0,,
6/10/2018 19:30,18.159956,18.159956,18.159956,,0,,
6/10/2018 19:45,16.882817,16.882817,16.882817,,0,,
6/10/2018 20:00,16.660158,16.660158,16.660158,,0,,
6/10/2018 20:15,14.952278,14.952278,14.952278,,0,,
6/10/2018 20:30,15.814873,15.814873,15.814873,,0,,
6/10/2018 20:45,13.420234,13.420234,13.420234,,0,,
6/10/2018 21:00,13.451419,13.451419,13.451419,,0,,
6/10/2018 21:15,13.876864,13.876864,13.876864,,0,,
6/10/2018 21:30,13.007698,13.007698,13.007698,,0,,
6/10/2018 21:45,10.682617,10.682617,10.682617,,0,,
6/10/2018 22:00,10.478624,10.478624,10.478624,,0,,
6/10/2018 22:15,9.424086,9.424086,9.424086,,0,,
6/10/2018 22:30,8.159081,8.159081,8.159081,,0,,
6/10/2018 22:45,8.013348,8.013348,8.013348,,0,,
6/10/2018 23:00,7.936017,7.936017,7.936017,,0,,
6/10/2018 23:15,6.936993,6.936993,6.936993,,0,,
6/10/2018 23:30,6.835683,6.835683,6.835683,,0,,
6/10/2018 23:45,6.987002,6.987002,6.987002,,0,,
6/11/2018 0:00,6.064876,6.064876,6.064876,,0,,
6/11/2018 0:15,5.195826,5.195826,5.195826,,0,,
6/11/2018 0:30,5.501744,5.501744,5.501744,,0,,
6/11/2018 0:45,5.399484,5.399484,5.399484,,0,,
6/11/2018 1:00,5.536092,5.536092,5.536092,,0,,
6/11/2018 1:15,5.636471,5.636471,5.636471,,0,,
6/11/2018 1:30,4.870554,4.870554,4.870554,,0,,
6/11/2018 1:45,4.936563,4.936563,4.936563,,0,,
6/11/2018 2:00,5.524363,5.524363,5.524363,,0,,
6/11/2018 2:15,4.601511,4.601511,4.601511,,0,,
6/11/2018 2:30,4.176391,4.176391,4.176391,,0,,
6/11/2018 2:45,4.541947,4.541947,4.541947,,0,,
6/11/2018 3:00,4.18437,4.18437,4.18437,,0,,
6/11/2018 3:15,4.256819,4.256819,4.256819,,0,,
6/11/2018 3:30,4.213853,4.213853,4.213853,,0,,
6/11/2018 3:45,4.377496,4.377496,4.377496,,0,,
6/11/2018 4:00,5.071245,5.071245,5.071245,,0,,
6/11/2018 4:15,6.133415,6.133415,6.133415,,0,,
6/11/2018 4:30,6.675598,6.675598,6.675598,,0,,
6/11/2018 4:45,7.596114,7.596114,7.596114,,0,,
6/11/2018 5:00,8.439869,8.439869,8.439869,,0,,
6/11/2018 5:15,10.245856,10.245856,10.245856,,0,,
6/11/2018 5:30,12.462036,12.462036,12.462036,,0,,
6/11/2018 5:45,13.107033,13.107033,13.107033,,0,,
6/11/2018 6:00,14.310695,14.310695,14.310695,,0,,
6/11/2018 6:15,15.227382,15.227382,15.227382,,0,,
6/11/2018 6:30,17.272692,17.272692,17.272692,,0,,
6/11/2018 6:45,17.632567,17.632567,17.632567,,0,,
6/11/2018 7:00,17.346839,17.346839,17.346839,,0,,
6/11/2018 7:15,18.258042,18.258042,18.258042,,0,,
6/11/2018 7:30,17.474388,17.474388,17.474388,,0,,
6/11/2018 7:45,16.764028,16.764028,16.764028,,0,,
6/11/2018 8:00,17.007836,17.007836,17.007836,,0,,
6/11/2018 8:15,16.695631,16.695631,16.695631,,0,,
6/11/2018 8:30,16.607641,16.607641,16.607641,,0,,
6/11/2018 8:45,15.880058,15.880058,15.880058,,0,,
6/11/2018 9:00,15.462733,15.462733,15.462733,,0,,
6/11/2018 9:15,15.490437,15.490437,15.490437,,0,,
6/11/2018 9:30,15.953718,15.953718,15.953718,,0,,
6/11/2018 9:45,15.389805,15.389805,15.389805,,0,,
6/11/2018 10:00,15.848336,15.848336,15.848336,,0,,
6/11/2018 10:15,15.978069,15.978069,15.978069,,0,,
6/11/2018 10:30,16.318937,16.318937,16.318937,,0,,
6/11/2018 10:45,15.274754,15.274754,15.274754,,0,,
6/11/2018 11:00,15.753263,15.753263,15.753263,,0,,
6/11/2018 11:15,15.873766,15.873766,15.873766,,0,,
6/11/2018 11:30,14.967025,14.967025,14.967025,,0,,
6/11/2018 11:45,14.399764,14.399764,14.399764,,0,,
6/11/2018 12:00,14.110312,14.110312,14.110312,,0,,
6/11/2018 12:15,12.455214,12.455214,12.455214,,0,,
6/11/2018 12:30,12.6318,12.6318,12.6318,,0,,
6/11/2018 12:45,12.474585,12.474585,12.474585,,0,,
6/11/2018 13:00,12.877744,12.877744,12.877744,,0,,
6/11/2018 13:15,12.964934,12.964934,12.964934,,0,,
6/11/2018 13:30,12.848585,12.848585,12.848585,,0,,
6/11/2018 13:45,11.847788,11.847788,11.847788,,0,,
6/11/2018 14:00,12.489132,12.489132,12.489132,,0,,
6/11/2018 14:15,12.153852,12.153852,12.153852,,0,,
6/11/2018 14:30,12.616689,12.616689,12.616689,,0,,
6/11/2018 14:45,12.124909,12.124909,12.124909,,0,,
6/11/2018 15:00,11.741343,11.741343,11.741343,,0,,
6/11/2018 15:15,12.83808,12.83808,12.83808,,0,,
6/11/2018 15:30,12.922641,12.922641,12.922641,,0,,
6/11/2018 15:45,12.296742,12.296742,12.296742,,0,,
6/11/2018 16:00,13.311818,13.311818,13.311818,,0,,
6/11/2018 16:15,14.263027,14.263027,14.263027,,0,,
6/11/2018 16:30,15.40959,15.40959,15.40959,,0,,
6/11/2018 16:45,15.876401,15.876401,15.876401,,0,,
6/11/2018 17:00,16.150905,16.150905,16.150905,,0,,
6/11/2018 17:15,16.224285,16.224285,16.224285,,0,,
6/11/2018 17:30,16.852431,16.852431,16.852431,,0,,
6/11/2018 17:45,17.694006,17.694006,17.694006,,0,,
6/11/2018 18:00,18.347039,18.347039,18.347039,,0,,
6/11/2018 18:15,18.724293,18.724293,18.724293,,0,,
6/11/2018 18:30,19.181725,19.181725,19.181725,,0,,
6/11/2018 18:45,19.495946,19.495946,19.495946,,0,,
6/11/2018 19:00,18.175373,18.175373,18.175373,,0,,
6/11/2018 19:15,19.407124,19.407124,19.407124,,0,,
6/11/2018 19:30,16.894939,16.894939,16.894939,,0,,
6/11/2018 19:45,16.834215,16.834215,16.834215,,0,,
6/11/2018 20:00,16.359506,16.359506,16.359506,,0,,
6/11/2018 20:15,14.794997,14.794997,14.794997,,0,,
6/11/2018 20:30,14.534094,14.534094,14.534094,,0,,
6/11/2018 20:45,12.659824,12.659824,12.659824,,0,,
6/11/2018 21:00,13.448814,13.448814,13.448814,,0,,
6/11/2018 21:15,13.919754,13.919754,13.919754,,0,,
6/11/2018 21:30,12.472304,12.472304,12.472304,,0,,
6/11/2018 21:45,11.042606,11.042606,11.042606,,0,,
6/11/2018 22:00,9.767395,9.767395,9.767395,,0,,
6/11/2018 22:15,9.434205,9.434205,9.434205,,0,,
6/11/2018 22:30,9.247337,9.247337,9.247337,,0,,
6/11/2018 22:45,7.617889,7.617889,7.617889,,0,,
6/11/2018 23:00,7.270331,7.270331,7.270331,,0,,
6/11/2018 23:15,7.243881,7.243881,7.243881,,0,,
6/11/2018 23:30,6.470057,6.470057,6.470057,,0,,
6/11/2018 23:45,6.422357,6.422357,6.422357,,0,,
6/12/2018 0:00,5.534911,5.534911,5.534911,,0,,
6/12/2018 0:15,6.186587,6.186587,6.186587,,0,,
6/12/2018 0:30,6.340684,6.340684,6.340684,,0,,
6/12/2018 0:45,5.921624,5.921624,5.921624,,0,,
6/12/2018 1:00,4.750057,4.750057,4.750057,,0,,
6/12/2018 1:15,4.669843,4.669843,4.669843,,0,,
6/12/2018 1:30,4.99779,4.99779,4.99779,,0,,
6/12/2018 1:45,5.007292,5.007292,5.007292,,0,,
6/12/2018 2:00,5.820875,5.820875,5.820875,,0,,
6/12/2018 2:15,5.449672,5.449672,5.449672,,0,,
6/12/2018 2:30,4.310163,4.310163,4.310163,,0,,
6/12/2018 2:45,4.471828,4.471828,4.471828,,0,,
6/12/2018 3:00,4.621953,4.621953,4.621953,,0,,
6/12/2018 3:15,4.272012,4.272012,4.272012,,0,,
6/12/2018 3:30,4.940802,4.940802,4.940802,,0,,
6/12/2018 3:45,4.937108,4.937108,4.937108,,0,,
6/12/2018 4:00,5.031519,5.031519,5.031519,,0,,
6/12/2018 4:15,6.592652,6.592652,6.592652,,0,,
6/12/2018 4:30,5.613745,5.613745,5.613745,,0,,
6/12/2018 4:45,7.111272,7.111272,7.111272,,0,,
6/12/2018 5:00,9.327809,9.327809,9.327809,,0,,
6/12/2018 5:15,10.93546,10.93546,10.93546,,0,,
6/12/2018 5:30,11.275758,11.275758,11.275758,,0,,
6/12/2018 5:45,13.42272,13.42272,13.42272,,0,,
6/12/2018 6:00,15.590836,15.590836,15.590836,,0,,
6/12/2018 6:15,16.369892,16.369892,16.369892,,0,,
6/12/2018 6:30,17.266073,17.266073,17.266073,,0,,
6/12/2018 6:45,18.380239,18.380239,18.380239,,0,,
6/12/2018 7:00,18.592547,18.592547,18.592547,,0,,
6/12/2018 7:15,17.978954,17.978954,17.978954,,0,,
6/12/2018 7:30,18.098633,18.098633,18.098633,,0,,
6/12/2018 7:45,16.944862,16.944862,16.944862,,0,,
6/12/2018 8:00,16.272965,16.272965,16.272965,,0,,
6/12/2018 8:15,16.547364,16.547364,16.547364,,0,,
6/12/2018 8:30,15.608526,15.608526,15.608526,,0,,
6/12/2018 8:45,14.726639,14.726639,14.726639,,0,,
6/12/2018 9:00,13.704626,13.704626,13.704626,,0,,
6/12/2018 9:15,12.80234,12.80234,12.80234,,0,,
6/12/2018 9:30,13.436255,13.436255,13.436255,,0,,
6/12/2018 9:45,12.859543,12.859543,12.859543,,0,,
6/12/2018 10:00,12.95905,12.95905,12.95905,,0,,
6/12/2018 10:15,13.147743,13.147743,13.147743,,0,,
6/12/2018 10:30,12.729307,12.729307,12.729307,,0,,
6/12/2018 10:45,12.295733,12.295733,12.295733,,0,,
6/12/2018 11:00,12.68385,12.68385,12.68385,,0,,
6/12/2018 11:15,12.329972,12.329972,12.329972,,0,,
6/12/2018 11:30,12.416984,12.416984,12.416984,,0,,
6/12/2018 11:45,11.911865,11.911865,11.911865,,0,,
6/12/2018 12:00,12.870241,12.870241,12.870241,,0,,
6/12/2018 12:15,11.19412,11.19412,11.19412,,0,,
6/12/2018 12:30,11.390456,11.390456,11.390456,,0,,
6/12/2018 12:45,11.982818,11.982818,11.982818,,0,,
6/12/2018 13:00,11.489005,11.489005,11.489005,,0,,
6/12/2018 13:15,12.181384,12.181384,12.181384,,0,,
6/12/2018 13:30,11.956184,,13.03120111,13.03120111,-1.075017111,,
6/12/2018 13:45,12.339691,,13.03120111,13.03120111,-0.691510111,,
6/12/2018 14:00,11.23197,,12.4162895,12.4162895,-1.1843195,,
6/12/2018 14:15,10.931262,,12.4162895,12.4162895,-1.4850275,,
6/12/2018 14:30,10.519489,,12.4162895,12.4162895,-1.8968005,,
6/12/2018 14:45,11.245434,,12.4162895,12.4162895,-1.1708555,,
6/12/2018 15:00,12.001083,,13.08491125,13.08491125,-1.08382825,,
6/12/2018 15:15,13.101628,,13.08491125,13.08491125,0.01671675,,
6/12/2018 15:30,12.297391,,13.08491125,13.08491125,-0.78752025,,
6/12/2018 15:45,12.411348,,13.08491125,13.08491125,-0.67356325,,
6/12/2018 16:00,12.849167,,14.35299475,14.35299475,-1.50382775,,
6/12/2018 16:15,13.905392,,14.35299475,14.35299475,-0.44760275,,
6/12/2018 16:30,14.080743,,14.35299475,14.35299475,-0.27225175,,
6/12/2018 16:45,14.538572,,14.35299475,14.35299475,0.18557725,,
6/12/2018 17:00,16.285234,,16.350312,16.350312,-0.065078,,
6/12/2018 17:15,15.604598,,16.350312,16.350312,-0.745714,,
6/12/2018 17:30,16.289061,,16.350312,16.350312,-0.061251,,
6/12/2018 17:45,16.288547,,16.350312,16.350312,-0.061765,,
6/12/2018 18:00,16.319913,,16.34699244,16.34699244,-0.027079437,,
6/12/2018 18:15,17.948196,,16.34699244,16.34699244,1.601203563,,
6/12/2018 18:30,15.865588,,16.34699244,16.34699244,-0.481404437,,
6/12/2018 18:45,15.518866,,16.34699244,16.34699244,-0.828126438,,
6/12/2018 19:00,14.877754,,15.25291781,15.25291781,-0.375163813,,
6/12/2018 19:15,14.549536,,15.25291781,15.25291781,-0.703381813,,
6/12/2018 19:30,15.933056,,15.25291781,15.25291781,0.680138188,,
6/12/2018 19:45,15.822784,,15.25291781,15.25291781,0.569866188,,
6/12/2018 20:00,15.241376,,13.22790863,13.22790863,2.013467375,,
6/12/2018 20:15,14.130721,,13.22790863,13.22790863,0.902812375,,
6/12/2018 20:30,13.770642,,13.22790863,13.22790863,0.542733375,,
6/12/2018 20:45,12.980765,,13.22790863,13.22790863,-0.247143625,,
6/12/2018 21:00,13.066119,,11.78598839,11.78598839,1.280130611,,
6/12/2018 21:15,13.429733,,11.78598839,11.78598839,1.643744611,,
6/12/2018 21:30,11.76828,,11.78598839,11.78598839,-0.017708389,,
6/12/2018 21:45,11.665935,,11.78598839,11.78598839,-0.120053389,,
6/12/2018 22:00,10.244189,,9.211801833,9.211801833,1.032387167,,
6/12/2018 22:15,8.656936,,9.211801833,9.211801833,-0.554865833,,
6/12/2018 22:30,8.082664,,9.211801833,9.211801833,-1.129137833,,
6/12/2018 22:45,7.955118,,9.211801833,9.211801833,-1.256683833,,
6/12/2018 23:00,7.317938,,7.38571705,7.38571705,-0.06777905,,
6/12/2018 23:15,8.541772,,7.38571705,7.38571705,1.15605495,,
6/12/2018 23:30,7.832558,,7.38571705,7.38571705,0.44684095,,
6/12/2018 23:45,7.108469,,7.38571705,7.38571705,-0.27724805,,
6/13/2018 0:00,6.340877,,6.077408571,6.077408571,0.263468429,,
6/13/2018 0:15,5.93942,,6.077408571,6.077408571,-0.137988571,,
6/13/2018 0:30,5.227704,,6.077408571,6.077408571,-0.849704571,,
6/13/2018 0:45,5.519845,,6.077408571,6.077408571,-0.557563571,,
6/13/2018 1:00,5.40557,,5.2174075,5.2174075,0.1881625,,
6/13/2018 1:15,5.023504,,5.2174075,5.2174075,-0.1939035,,
6/13/2018 1:30,5.274286,,5.2174075,5.2174075,0.0568785,,
6/13/2018 1:45,5.660482,,5.2174075,5.2174075,0.4430745,,
6/13/2018 2:00,5.302496,,4.81454145,4.81454145,0.48795455,,
6/13/2018 2:15,5.390106,,4.81454145,4.81454145,0.57556455,,
6/13/2018 2:30,4.582406,,4.81454145,4.81454145,-0.23213545,,
6/13/2018 2:45,4.719773,,4.81454145,4.81454145,-0.09476845,,
6/13/2018 3:00,4.937873,,4.6122512,4.6122512,0.3256218,,
6/13/2018 3:15,4.513706,,4.6122512,4.6122512,-0.0985452,,
6/13/2018 3:30,4.682881,,4.6122512,4.6122512,0.0706298,,
6/13/2018 3:45,4.653162,,4.6122512,4.6122512,0.0409108,,
6/13/2018 4:00,5.098764,,5.84823875,5.84823875,-0.74947475,,
6/13/2018 4:15,5.57636,,5.84823875,5.84823875,-0.27187875,,
6/13/2018 4:30,6.750121,,5.84823875,5.84823875,0.90188225,,
6/13/2018 4:45,6.820314,,5.84823875,5.84823875,0.97207525,,
6/13/2018 5:00,9.131543,,9.1193154,9.1193154,0.0122276,,
6/13/2018 5:15,12.048967,,9.1193154,9.1193154,2.9296516,,
6/13/2018 5:30,12.185645,,9.1193154,9.1193154,3.0663296,,
6/13/2018 5:45,14.360307,,9.1193154,9.1193154,5.2409916,,
6/13/2018 6:00,15.64371,,14.61959506,14.61959506,1.024114938,,
6/13/2018 6:15,17.050167,,14.61959506,14.61959506,2.430571938,,
6/13/2018 6:30,16.821521,,14.61959506,14.61959506,2.201925938,,
6/13/2018 6:45,17.996046,,14.61959506,14.61959506,3.376450938,,
6/13/2018 7:00,17.605016,,16.44067106,16.44067106,1.164344938,,
6/13/2018 7:15,17.692901,,16.44067106,16.44067106,1.252229938,,
6/13/2018 7:30,16.286312,,16.44067106,16.44067106,-0.154359063,,
6/13/2018 7:45,14.838991,,16.44067106,16.44067106,-1.601680063,,
6/13/2018 8:00,14.387692,,16.90436605,16.90436605,-2.516674053,,
6/13/2018 8:15,14.426346,,16.90436605,16.90436605,-2.478020053,,
6/13/2018 8:30,14.961411,,16.90436605,16.90436605,-1.942955053,,
6/13/2018 8:45,15.050868,,16.90436605,16.90436605,-1.853498053,,
6/13/2018 9:00,14.509236,,15.76961763,15.76961763,-1.260381625,,
6/13/2018 9:15,14.607529,,15.76961763,15.76961763,-1.162088625,,
6/13/2018 9:30,15.28166,,15.76961763,15.76961763,-0.487957625,,
6/13/2018 9:45,15.192873,,15.76961763,15.76961763,-0.576744625,,
6/13/2018 10:00,14.027485,,15.0046275,15.0046275,-0.9771425,,
6/13/2018 10:15,14.636453,,15.0046275,15.0046275,-0.3681745,,
6/13/2018 10:30,13.897746,,15.0046275,15.0046275,-1.1068815,,
6/13/2018 10:45,12.91022,,15.0046275,15.0046275,-2.0944075,,
6/13/2018 11:00,14.055665,,14.38737138,14.38737138,-0.331706375,,
6/13/2018 11:15,14.605071,,14.38737138,14.38737138,0.217699625,,
6/13/2018 11:30,13.654963,,14.38737138,14.38737138,-0.732408375,,
6/13/2018 11:45,12.94951,,14.38737138,14.38737138,-1.437861375,,
6/13/2018 12:00,12.551893,,13.61501547,13.61501547,-1.063122474,,
6/13/2018 12:15,11.789441,,13.61501547,13.61501547,-1.825574474,,
6/13/2018 12:30,12.099228,,13.61501547,13.61501547,-1.515787474,,
6/13/2018 12:45,11.342071,,13.61501547,13.61501547,-2.272944474,,
6/13/2018 13:00,11.149259,,13.03120111,13.03120111,-1.881942111,,
6/13/2018 13:15,11.327502,,13.03120111,13.03120111,-1.703699111,,
6/13/2018 13:30,10.825838,,13.03120111,13.03120111,-2.205363111,,
6/13/2018 13:45,10.240294,,13.03120111,13.03120111,-2.790907111,,
6/13/2018 14:00,11.307181,,12.4162895,12.4162895,-1.1091085,,
6/13/2018 14:15,11.220163,,12.4162895,12.4162895,-1.1961265,,
6/13/2018 14:30,10.542387,,12.4162895,12.4162895,-1.8739025,,
6/13/2018 14:45,10.874549,,12.4162895,12.4162895,-1.5417405,,
6/13/2018 15:00,11.546982,,13.08491125,13.08491125,-1.53792925,,
6/13/2018 15:15,12.429857,,13.08491125,13.08491125,-0.65505425,,
6/13/2018 15:30,13.068991,,13.08491125,13.08491125,-0.01592025,,
6/13/2018 15:45,13.877144,,13.08491125,13.08491125,0.79223275,,
6/13/2018 16:00,13.373543,,14.35299475,14.35299475,-0.97945175,,
6/13/2018 16:15,13.740713,,14.35299475,14.35299475,-0.61228175,,
6/13/2018 16:30,14.354503,,14.35299475,14.35299475,0.00150825,,
6/13/2018 16:45,14.21747,,14.35299475,14.35299475,-0.13552475,,
6/13/2018 17:00,14.984667,,16.350312,16.350312,-1.365645,,
6/13/2018 17:15,15.217795,,16.350312,16.350312,-1.132517,,
6/13/2018 17:30,16.885901,,16.350312,16.350312,0.535589,,
6/13/2018 17:45,16.150257,,16.350312,16.350312,-0.200055,,
6/13/2018 18:00,16.501763,,16.34699244,16.34699244,0.154770563,,
6/13/2018 18:15,16.002681,,16.34699244,16.34699244,-0.344311438,,
6/13/2018 18:30,15.526838,,16.34699244,16.34699244,-0.820154437,,
6/13/2018 18:45,14.82568,,16.34699244,16.34699244,-1.521312438,,
6/13/2018 19:00,14.412688,,15.25291781,15.25291781,-0.840229813,,
6/13/2018 19:15,15.332349,,15.25291781,15.25291781,0.079431188,,
6/13/2018 19:30,14.348238,,15.25291781,15.25291781,-0.904679813,,
6/13/2018 19:45,13.757426,,15.25291781,15.25291781,-1.495491813,,
6/13/2018 20:00,13.539164,,13.22790863,13.22790863,0.311255375,,
6/13/2018 20:15,13.179628,,13.22790863,13.22790863,-0.048280625,,
6/13/2018 20:30,11.532065,,13.22790863,13.22790863,-1.695843625,,
6/13/2018 20:45,11.288247,,13.22790863,13.22790863,-1.939661625,,
6/13/2018 21:00,12.172947,,11.78598839,11.78598839,0.386958611,,
6/13/2018 21:15,12.267942,,11.78598839,11.78598839,0.481953611,,
6/13/2018 21:30,12.466261,,11.78598839,11.78598839,0.680272611,,
6/13/2018 21:45,10.322434,,11.78598839,11.78598839,-1.463554389,,
6/13/2018 22:00,9.817388,,9.211801833,9.211801833,0.605586167,,
6/13/2018 22:15,8.797506,,9.211801833,9.211801833,-0.414295833,,
6/13/2018 22:30,7.79343,,9.211801833,9.211801833,-1.418371833,,
6/13/2018 22:45,7.773486,,9.211801833,9.211801833,-1.438315833,,
6/13/2018 23:00,8.034288,,7.38571705,7.38571705,0.64857095,,
6/13/2018 23:15,6.649484,,7.38571705,7.38571705,-0.73623305,,
6/13/2018 23:30,7.230514,,7.38571705,7.38571705,-0.15520305,,
6/13/2018 23:45,6.096735,,7.38571705,7.38571705,-1.28898205,,
6/14/2018 0:00,5.66398,,6.077408571,6.077408571,-0.413428571,,
6/14/2018 0:15,5.369665,,6.077408571,6.077408571,-0.707743571,,
6/14/2018 0:30,5.372535,,6.077408571,6.077408571,-0.704873571,,
6/14/2018 0:45,5.297949,,6.077408571,6.077408571,-0.779459571,,
6/14/2018 1:00,4.707311,,5.2174075,5.2174075,-0.5100965,,
6/14/2018 1:15,4.690695,,5.2174075,5.2174075,-0.5267125,,
6/14/2018 1:30,4.711467,,5.2174075,5.2174075,-0.5059405,,
6/14/2018 1:45,5.90059,,5.2174075,5.2174075,0.6831825,,
6/14/2018 2:00,5.29331,,4.81454145,4.81454145,0.47876855,,
6/14/2018 2:15,4.567865,,4.81454145,4.81454145,-0.24667645,,
6/14/2018 2:30,4.361479,,4.81454145,4.81454145,-0.45306245,,
6/14/2018 2:45,4.333782,,4.81454145,4.81454145,-0.48075945,,
6/14/2018 3:00,3.764659,,4.6122512,4.6122512,-0.8475922,,
6/14/2018 3:15,3.902045,,4.6122512,4.6122512,-0.7102062,,
6/14/2018 3:30,4.479549,,4.6122512,4.6122512,-0.1327022,,
6/14/2018 3:45,4.562111,,4.6122512,4.6122512,-0.0501402,,
6/14/2018 4:00,5.258805,,5.84823875,5.84823875,-0.58943375,,
6/14/2018 4:15,6.28597,,5.84823875,5.84823875,0.43773125,,
6/14/2018 4:30,6.699389,,5.84823875,5.84823875,0.85115025,,
6/14/2018 4:45,6.763369,,5.84823875,5.84823875,0.91513025,,
6/14/2018 5:00,8.844715,,9.1193154,9.1193154,-0.2746004,,
6/14/2018 5:15,10.211017,,9.1193154,9.1193154,1.0917016,,
6/14/2018 5:30,11.184659,,9.1193154,9.1193154,2.0653436,,
6/14/2018 5:45,12.436207,,9.1193154,9.1193154,3.3168916,,
6/14/2018 6:00,13.913488,,14.61959506,14.61959506,-0.706107063,,
6/14/2018 6:15,15.226094,,14.61959506,14.61959506,0.606498938,,
6/14/2018 6:30,15.737266,,14.61959506,14.61959506,1.117670938,,
